title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type
Ethics Stylish Men's Casual Running Sports Shoes,₹439.00,3.7 out of 5 stars,4979 ratings,Ethics Introduces A Globally Inspired & Innovative Footwear Line For The Youth That Is Also Cost-Effective. As Each Pair Of Ethics Footwear Is Ultra Light Comfortable Durable Ready To Take On Challenges And Perform With Gusto And Energy. Amazon Presents An Amazing Range Of Ethics Footwear For Men/Boys Who Want To Look Perfect For Every Occasion.,Good|| Worth my money|| Disappointed|| One Star|| Good product|| Very low quality.|| Bad|| Too bad is the souel.|| Wrong information provided by the seller|| Very comfy,4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men
Unistar Jogging Walking & Running (Narrow Toe) Shoes; 032,₹360.00,3.7 out of 5 stars,145 ratings,Unistar Designed in such a manner so that it gives utmost comfort and is foot friendly without hurting the feet.,Way more better than so called brand. Definately go for it|| worst ever product|| if you go for cheap then you will end with 100% money lost.|| Shoes are really good and comfortable|| Softness.|| Even in brands like nike puma|| Quality is bad|| Very average product. May be just ok.ok at the price|| Quality as per price|| Comfortable and light weight shoes,5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
GoldStar Running Running Shoes for Men (Blue),₹450.00,3.1 out of 5 stars,25 ratings,Run a few extra miles wearing these sports shoes for men by Goldstar. The synthetic PU (polyurethane) with mesh upper and fabric lining make these lace-ups durable light in weight and comfortable to wear. Not to forget the phylon outsole that further ensures a firm grip to your feet.,Worth the money. Order one size up|| Good,4.0 out of 5 stars|| 3.0 out of 5 stars,Men
AADI Men's Running Shoe,₹349.00,3.5 out of 5 stars,155 ratings,Elevate your style with this classy pair of Running Shoes from the house of AADI brand. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,Not at worth to buy|| Not as expected|| Cheap quality|| Worse|| Wroth|| Left foot 🦶 size didn't matched with the right foot.|| Good product|| Review of the product|| Simple safe|| Completely different colour and size,1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars,Men
TYFARZ Men's Air Wonder Series Mesh Casual Sports Sneakers Shoes for Men & Boys Walking Running Shoes/Gymwear Lightweight Shoes for Daily Use White,₹374.99,3.0 out of 5 stars,108 ratings,TYFARZ shoes are designed to keeping in mind durability as well as trends the most stylish range of shoes & sandals. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.,Quality of the product is very low|| Vest of money|| Unsatisfied|| Wastes of time and money so please improve your quality|| There is spot|| Shoes is not fit.|| Bad product|| It is very bad|| Plz give the better quality I want Chang this shose|| Change the size,2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars,Men
Flite Mens's Casual Shoes,₹174.00,3.5 out of 5 stars,3992 ratings,"There are brands you wear and then there are brands you boast of. 'Flite' is the latter. It's Relaxo's most exclusive brand. It's unique ""Fashionable and Lite"" promise has made it the first choice of the Indian men and women urban and rural. Available in comfortable and light casual wear and fashionable stylish formal wear its EVA and PU range is replete with design and colours. Flite makes it easy for the Indian youth to make a style statement. Go out in a pair of Flite and the world will notice you.",Size issue and tight when used with socks.|| Amazing for it's price|| Good go for it...|| Not even 1⭐|| Great comfortable office shoe.|| Fraud seller|| Good Rubber Shoes to use in Rain|| Excellent at this price range|| Excellent product|| Wonderful And Excellent Shoes 👌👌👌👍👍👍,4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men
T-Rock Men's Running Shoe,₹479.00,3.4 out of 5 stars,340 ratings,Elevate your style with this classy pair of Running Shoe from the house of T-Rock brand. Featuring a Contemporary refined design with exceptional comfort this pair is perfect to give your Quintessential dressing an Upgrade.,Good for smooth users and not gud for rough users|| Outstanding products|| Nice shoes.|| 5*|| Value for Money|| Nice|| Not good|| Sole|| Waste product.|| Do not buy weastage of money.,4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars,Men
BATA Men's Walking Shoe,₹390.00,4.0 out of 5 stars,711 ratings,Elevate your style with this classy pair of Walking Shoe from the house of BATA brand. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,Beautiful shoes ❤️|| Very Good product. But logo has comeout within 3 months.|| Worth for the money spent.|| Best Quality as Expected from Bata|| Shoe for walkers|| Fit|| Size is good|| Cushion is very very poor. Uncomfortable|| Price|| Very much disappointed 😞,5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars,Men
Unistar Men's Running Shoes,₹253.00,3.8 out of 5 stars,1094 ratings,High Quality Training/Running Shoes Specially Desined For Army Jawans And Officers. Manufactured On Italian Rotary Machine With Superior Quality Of Raw Material. The Shoes Are Designed To Withstand The Rigorous Training And Practice.,Very good product|| Good|| Value for Money|| Okay product with a fundamental flaw !!|| Economical shoes for walking gym NOT running or jumping.recommended|| Don't trust the size of what they write on their page.|| Not worth for money|| Okay product but runs small for size|| For improvement in size and quality|| Its good.,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars,Men
Sparx Men's Nt0004g Formal Shoes,₹155.00,3.6 out of 5 stars,202 ratings,Light weight rubber sole for excellent grip. Sparx presents footwear range that will keep your feet at great ease While you walk run or work out in the Gym. These are light in weight Flexible and very comfortable to wear as well.,Got a different brand|| Pls give me my order|| Value for money 💰.|| Amazon Should change name of product from sparx to relaxo|| Go for it|| Wear them without caring about world but your feet|| Great and compatible shoes must buy|| Nice 👌👌👌|| Different brand delivered but value for money.|| Good product thanks Amazon 👌,3.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men
FLITE Men's Boat Shoes,₹224.00,3.7 out of 5 stars,1508 ratings,Sparx Presents footwear range that Will Keep Your Feet At Great Ease While You walk run or work out in the Gym. These Are Light In Weight Flexible And Very Comfortable To Wear As Well.,Go for it|| Awesome|| Washable shoes at reasonable price|| Fine product @ a reasonable rate|| Good looking shoe at low price.|| Very Thin Sole|| Smart & Economical|| Beautiful looks very durable attractive price|| the Sole is too thin.|| awesome product,4.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men
ROCKFIELD Men's White Sneakers Casual Shoes for Men's,₹499.00,3.5 out of 5 stars,2 ratings,Rockfield a brand well known for its domination over the footwear industry has brought the legacy of stupendously awesome products innovations and supreme technology to India. Rockfield understands the dynamic Indian footwear market and offers a wide range of shoes catering right from poker parties to running walking & gymming to casual shoes across every age and demographic it’s a shoe for every mood! This season Rockfield has introduced sports shoes for both men and boy.,Not very comfortable the bottom is hard.|| Dipesh katara,3.0 out of 5 stars|| 4.0 out of 5 stars,Men
Aircum Combo Pack of 3 Casual Shoes Slip On Sneakers for Men (Multicolor),₹499.00,3.6 out of 5 stars,26 ratings,Crafted imported Canvas this pack 3 of its long lasting and light-weight in an effort to make you undergo the daily jostle in an clean manner. The layout of this footwear is stylish and may be worn for every use.Aircum gives a new age informal loafers Running shoes Sneakers Shoes fine proper for informal and outside lifestyle wear for Mens../,nice product|| Don't order at all|| Not good|| Good,5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars,Men
CLYMB Premium Casual Stylish Ultra Lite Sports Sandals for Men| Best Fitting |Running |Trekking |Hiking,₹329.00,3.4 out of 5 stars,238 ratings,CLYMB Introduces A Globally Inspired & Innovative Footwear Line For The Youth That Is Also Cost-Effective. As Each Pair Of CLYMB Footwear Is Ultra Light Comfortable Durable Ready To Take On Challenges And Perform With Gusto And Energy. Amazon Presents An Amazing Range Of CLYMB Footwear For Men/Boys Who Want To Look Perfect For Every Occasion.,सुझाव|| Different model they have sent|| Size|| Very good product and design|| Satisfied|| Perfect perfect perfect.|| Nice Product|| worst product|| Good|| Very good,2.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars,Men
WORLD WEAR FOOTWEAR Men Multicolour Latest Collection Sports Running Shoes - Pack of 2,₹408.00,3.0 out of 5 stars,119 ratings, World Wear Footwear men's canvas casual wear Sports/Shoes they are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort. These shoes are designed to keeping in mind durability as well as trends the most stylish range of shoes. This pair of casual shoes from World Wear Footwear is designed especially for the fashion forward men. ,Problem|| insole pads are just the worst. neither size or shape.|| Not bad|| Please exchange shoe required no|| Poor quality and different shoes deliverd|| Don't Buy|| Nice product but in cheap price|| First shoes is same but second shoes is different type but better 👍|| nice|| It's good,1.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men
Kraasa Men's Running Shoe,₹416.00,3.7 out of 5 stars,2262 ratings,Elevate your style with this classy pair of Running Shoe from the house of Kraasa brand. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,A genuine review.. Not worth buying..|| Light weight comfortable and stylish|| Quality assured product|| Horrible 10 day shoe.|| Wow product 🤩|| Awesome product.|| Bang on Bucks|| Comfy light weight Nice pair of shoes....|| Value for Money|| Everything is wrong,1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars,Men
URBANBOX Men's Sports Latest Stylish Casual SneakersLace up Lightweight Shoes for Running Walking Gym,₹298.00,3.1 out of 5 stars,12 ratings,Enhance your footwear collection by adding this stylish casual shoes for men from the house of URBANBOX. This pair of shoes are made from lightweight construction with breathable fabric for maximum comfort and performance. URBANBOX shoes help in sweat dispersion. Sole is made from the high quality material for fraction in slippery condition. URBANBOX known for its wide variety of men casual shoes men sports shoes men loafer party wear shoes sneaker for men.,Poor quality,1.0 out of 5 stars,Men
Action Men's Sports Latest Stylish Lace-upLightweight Shoes for Running Walking Gym,₹449.00,4.0 out of 5 stars,12 ratings, Action is a spectacular range of footwear from the house of Action Shoes. Action is dedicated to the application of sports science and innovation in the development of high performance comfortable sports shoes the ground breaking materials and innovative with new technology. We make products for a wide range of sports and activities included running trails walking and training or all day comfort wear. signifies stopping at nothing and putting in everything in delivering the best product to our customers. ,Awesome purchase|| Good in looks but little hard from inside|| Good product|| Supper|| Good,5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
Relaxo Men's Gybk House Slippers - 8 UK/India (42 EU)(FIT003G),₹129.00,4.3 out of 5 stars,1469 ratings,Sparx Presents footwear range that Will Keep Your Feet At Great Ease While You walk run or work out in the Gym. These Are Light In Weight Flexible And Very Comfortable To Wear As Well.,DO NOT BUY!|| Excellent pair of sleepers received from the supplier.|| Cheap and best|| Top quality best price far better than other brand|| Quality and Durability|| Great chappals|| Relaxo Men's house slipper|| Value for the money. But pain in the foot|| Accupressure anyone?|| Received a bag instead of slippers.,1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars,Men
